"Run_ID","BioProject","Sample_ID","Case_ID","Breed","Age","Platform","ReleaseDate","Organization","Sex","Tissue","Tumor_type","Status","Symbol","Sample_status","Disease_stage","Survival_status","Tumor_grade"
"SRR15461496","PRJNA752630","SAMN08874620","12CAN","Poodle",14,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461497","PRJNA752630","SAMN08874640","36REI","French Bulldog",4,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461498","PRJNA752630","SAMN08874639","35ANG","Mixed Breed",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461499","PRJNA752630","SAMN08874638","34BOR","Golden Retriever",7,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461500","PRJNA752630","SAMN08874637","33DIG","Golden Retriever",8,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461501","PRJNA752630","SAMN08874636","32TEB","Rottweiler",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461502","PRJNA752630","SAMN08874635","30CER","Mountain Dog",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461503","PRJNA752630","SAMN08874634","2VOL","Mixed Breed Breed",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461504","PRJNA752630","SAMN08874632","28MAN","German Shepherd",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461505","PRJNA752630","SAMN08874630","26PAS","German Shepherd",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461506","PRJNA752630","SAMN08874629","24ERM","Mixed Breed",12,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461507","PRJNA752630","SAMN08874619","11DES","Boxer",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461508","PRJNA752630","SAMN08874618","10BIN","Cocker Spaniel",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15508608","PRJNA752630","SAMN20802080","10RIN_dlbcl","Mixed",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508609","PRJNA752630","SAMN20802079","9DAN_dlbcl","Amstaff",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508610","PRJNA752630","SAMN20802078","8SCA_dlbcl","Viszla",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508611","PRJNA752630","SAMN20802077","7POL_dlbcl","Mixed",12,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508612","PRJNA752630","SAMN20802076","6MEL_dlbcl","German Shepherd",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508613","PRJNA752630","SAMN20802075","5MIC_dlbcl","Whwt",9,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508614","PRJNA752630","SAMN20802104","34PAG_dlbcl","Bernese Mountain",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508615","PRJNA752630","SAMN20802103","33GIA_dlbcl","Mixed",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508616","PRJNA752630","SAMN20802102","32ROB_dlbcl","Rottweiler",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508617","PRJNA752630","SAMN20802101","31GIU_dlbcl","Mixed",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508618","PRJNA752630","SAMN20802074","4CEC_dlbcl","Rottweiler",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508619","PRJNA752630","SAMN20802100","30BEL_dlbcl","Mixed",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508620","PRJNA752630","SAMN20802099","29LEO_dlbcl","Mixed",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508621","PRJNA752630","SAMN20802098","28DRI_dlbcl","Mixed_b",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508622","PRJNA752630","SAMN20802097","27RAF_dlbcl","Bullmastiff",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508623","PRJNA752630","SAMN20802096","26BLG_dlbcl","Irish Setter",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508624","PRJNA752630","SAMN20802095","25CON_dlbcl","Rottweiler",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508625","PRJNA752630","SAMN20802094","24STI_dlbcl","English Setter",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508626","PRJNA752630","SAMN20802093","23MAT_dlbcl","Belgian Shepherd",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508627","PRJNA752630","SAMN20802092","22ZAG_dlbcl","Mixed",9,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508628","PRJNA752630","SAMN20802091","21BRB_dlbcl","French Bulldog",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508629","PRJNA752630","SAMN20802073","3MAT_dlbcl","Dachshund",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508630","PRJNA752630","SAMN20802090","20MAR_dlbcl","Mixed",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508631","PRJNA752630","SAMN20802089","19BAR_dlbcl","Border Collie",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508632","PRJNA752630","SAMN20802088","18RUS_dlbcl","Rottweiler",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508633","PRJNA752630","SAMN20802087","17MIN_dlbcl","Jack Russell",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508634","PRJNA752630","SAMN20802086","16BUR_dlbcl","Mixed",8,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508635","PRJNA752630","SAMN20802085","15DES_dlbcl","Beagle",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508636","PRJNA752630","SAMN20802084","14ALB_dlbcl","Dobermann",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508637","PRJNA752630","SAMN20802083","13BAR_dlbcl","Mixed",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508638","PRJNA752630","SAMN20802082","12DIG_dlbcl","German Shepherd",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508639","PRJNA752630","SAMN20802081","11CAR_dlbcl","Dobermann",13,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508640","PRJNA752630","SAMN20802072","2WHA_dlbcl","Bullmastiff",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15508641","PRJNA752630","SAMN20802071","1BAC_dlbcl","German Shepherd",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR13674709","PRJNA701141","SAMN17849154","FFPE_2","Schnauzer",1.5,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Normal",NA,"FFPE",NA,NA,NA
"SRR13674710","PRJNA701141","SAMN17849153","FFPE_2","Schnauzer",1.5,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13674711","PRJNA701141","SAMN17849152","CL_8","Corso",9,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674712","PRJNA701141","SAMN17849151","CL_7","Border Collie",NA,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","not collected","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674713","PRJNA701141","SAMN17849150","CL_6","Poodle",11,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","female","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674714","PRJNA701141","SAMN17849149","CL_5","Labrador",9,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674715","PRJNA701141","SAMN17849148","CL_4","Greyhound",4,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674716","PRJNA701141","SAMN17849147","CL_3","Boxer",9,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674717","PRJNA701141","SAMN17849146","CL_2","Schnauzer",1.5,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","male","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13674718","PRJNA701141","SAMN17849145","CL_1","Boxer",8,"ILLUMINA","2021-05-13T00:00:00Z","University of Padua","female","Bone","osteosarcoma (cOSA)","Cell Line",NA,"FFPE",NA,NA,NA
"SRR13571580","PRJNA695534","SAMN17615930","4152","Golden Retriever",7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571581","PRJNA695534","SAMN17615929","4152","Golden Retriever",7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571582","PRJNA695534","SAMN17615928","4151","Jack Russell Terrier",13.8,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571583","PRJNA695534","SAMN17615927","4151","Jack Russell Terrier",13.8,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571584","PRJNA695534","SAMN17615926","4150","Golden Retriever",7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571585","PRJNA695534","SAMN17615925","4150","Golden Retriever",7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571586","PRJNA695534","SAMN17615924","4148","Labrador Retriever",6.6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571587","PRJNA695534","SAMN17615923","4148","Labrador Retriever",6.6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571588","PRJNA695534","SAMN17615922","4147","German Shepherd",8.9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571589","PRJNA695534","SAMN17615921","4147","German Shepherd",8.9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571590","PRJNA695534","SAMN17615858","4103","Miniature Schnauzer",3.4,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571591","PRJNA695534","SAMN17615920","4146","Boxer",8.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571592","PRJNA695534","SAMN17615919","4146","Boxer",8.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571593","PRJNA695534","SAMN17615918","4145","Beagle",11.1,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571594","PRJNA695534","SAMN17615917","4145","Beagle",11.1,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571595","PRJNA695534","SAMN17615916","4144","Australian Shepherd",10,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571596","PRJNA695534","SAMN17615915","4144","Australian Shepherd",10,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571597","PRJNA695534","SAMN17615914","4142","Yorkshire Terrier",9.8,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571598","PRJNA695534","SAMN17615913","4142","Yorkshire Terrier",9.8,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571599","PRJNA695534","SAMN17615912","4140","Mix_labradoodle",6.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571600","PRJNA695534","SAMN17615911","4140","Mix_labradoodle",6.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571601","PRJNA695534","SAMN17615857","4103","Miniature Schnauzer",3.4,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571602","PRJNA695534","SAMN17615910","4136","Boykin Spaniel",4.5,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571603","PRJNA695534","SAMN17615909","4136","Boykin Spaniel",4.5,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571604","PRJNA695534","SAMN17615991","4199","Rottweiler",3.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571605","PRJNA695534","SAMN17615865","4108","Terrier\, Nos",15.6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571606","PRJNA695534","SAMN17615990","4197","Golden Retriever",6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571607","PRJNA695534","SAMN17615989","4197","Golden Retriever",6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571608","PRJNA695534","SAMN17615988","4195","Golden Retriever",9.2,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571609","PRJNA695534","SAMN17615987","4195","Golden Retriever",9.2,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571610","PRJNA695534","SAMN17615986","4194","Belgian Malinois",13,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571611","PRJNA695534","SAMN17615985","4194","Belgian Malinois",13,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571612","PRJNA695534","SAMN17615984","4191","Golden Retriever",9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571613","PRJNA695534","SAMN17615983","4191","Golden Retriever",9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571614","PRJNA695534","SAMN17615982","4189","Golden Retriever",9.9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571615","PRJNA695534","SAMN17615981","4189","Golden Retriever",9.9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571616","PRJNA695534","SAMN17615864","4107","Labrador Retriever",2.9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571617","PRJNA695534","SAMN17615980","4188","Golden Retriever",6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571618","PRJNA695534","SAMN17615979","4188","Golden Retriever",6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571619","PRJNA695534","SAMN17615978","4186","Golden Retriever",6.6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571620","PRJNA695534","SAMN17615977","4186","Golden Retriever",6.6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571621","PRJNA695534","SAMN17615976","4184","Nova Scotia Duck Tolling Retriever",5.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571622","PRJNA695534","SAMN17615975","4184","Nova Scotia Duck Tolling Retriever",5.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571623","PRJNA695534","SAMN17615974","4181","Maltese",10,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571624","PRJNA695534","SAMN17615973","4181","Maltese",10,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571625","PRJNA695534","SAMN17615972","4179","Labrador Retriever",6.2,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571626","PRJNA695534","SAMN17615971","4179","Labrador Retriever",6.2,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571627","PRJNA695534","SAMN17615863","4107","Labrador Retriever",2.9,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571628","PRJNA695534","SAMN17615908","4132","Pekingese",9.1,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571629","PRJNA695534","SAMN17615907","4132","Pekingese",9.1,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571630","PRJNA695534","SAMN17615906","4131","Golden Retriever",12.1,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571631","PRJNA695534","SAMN17615905","4131","Golden Retriever",12.1,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571632","PRJNA695534","SAMN17615904","4130","English Bulldog",7.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571633","PRJNA695534","SAMN17615903","4130","English Bulldog",7.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571634","PRJNA695534","SAMN17615902","4129","Labrador Retriever",6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571635","PRJNA695534","SAMN17615901","4129","Labrador Retriever",6,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571636","PRJNA695534","SAMN17615856","4102","Shih Tzu",11.7,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","female","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571637","PRJNA695534","SAMN17615900","4128","Fox Terrier",8.2,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571638","PRJNA695534","SAMN17615899","4128","Fox Terrier",8.2,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
"SRR13571639","PRJNA695534","SAMN17615898","4127","American Staffordshire Terrier",5,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","blood","B-Cell Lymphoma (cBCL)","Normal",NA,"refrigerated EDTA blood",NA,NA,NA
"SRR13571640","PRJNA695534","SAMN17615897","4127","American Staffordshire Terrier",5,"ILLUMINA","2021-09-01T00:00:00Z","Cornell University","male","lymph node","B-Cell Lymphoma (cBCL)","Tumor",NA,"FFPE",NA,NA,NA
